Title,URL,Snippet,Date Published,Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iraq War | Summary, Causes, Dates, Combatants, Casualties, & Facts ...",https://www.britannica.com/event/Iraq-War,"Iraq War, (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces.",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. U.S. President George W. Bush argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction and its support for terrorist groups, including al-Qaeda, justified the U.S.'s war with Iraq. The Iraq War, also called the Second Persian Gulf War, began on March 20, 2003. U.S. President George W. Bush argued for launching a military attack on Iraq. On March 17, 2003, Bush declared an end to diplomacy and issued an ultimatum to Saddam Hussein, giving the Iraqi president 48 hours to leave Iraq. Saddam refused, and the U.S. attacked on March 20. The U.S. military formally declared the end of the Iraq War in a ceremony in Baghdad on December 15, 2011, as U.S. troops prepared to withdraw from the country. Iraq War,  (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces. It was followed by a longer second phase in which a U.S.-led occupation of Iraq was opposed by an insurgency. After violence began to decline in 2007, the United States gradually reduced its military presence in Iraq, formally completing its withdrawal in December 2011. American military casualties in the conflict included some 4,500 service members killed and some 32,000 others wounded. (Read Britannica’s interview with Jimmy Carter on the Iraq War and world affairs.) Iraq’s invasion of Kuwait in 1990 ended in Iraq’s defeat by a U.S.-led coalition in the Persian Gulf War (1990–91). However, the Iraqi branch of the Baʿath Party, headed by Saddam Hussein, managed to retain power by harshly suppressing uprisings of the country’s minority Kurds and its majority Shiʿi Arabs. To stem the exodus of Kurds from Iraq, the allies established a “safe haven” in northern Iraq’s predominantly Kurdish regions, and allied warplanes patrolled “no-fly” zones in northern and southern Iraq that were off-limits to Iraqi aircraft. Moreover, to restrain future Iraqi aggression, the United Nations (UN) implemented economic sanctions against Iraq in order to, among other things, hinder the progress of its most lethal arms programs, including those for the development of nuclear, biological, and chemical weapons. (See weapon of mass destruction.) UN inspections during the mid-1990s uncovered a variety of proscribed weapons and prohibited technology throughout Iraq. That country’s continued flouting of the UN weapons ban and its repeated interference with the inspections frustrated the international community and led U.S. Pres. Bill Clinton in 1998 to order the bombing of several Iraqi military installations (code-named Operation Desert Fox). After the bombing, however, Iraq refused to allow inspectors to reenter the country, and during the next several years the economic sanctions slowly began to erode as neighboring countries sought to reopen trade with Iraq. In 2002 the new U.S. president, George W. Bush, argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction (an accusation that was later proved erroneous) and its support for terrorist groups—which, according to the Bush administration, included al-Qaeda, the perpetrators of the September 11 attacks—made disarming Iraq a renewed priority. UN Security Council Resolution 1441, passed on November 8, 2002, demanded that Iraq readmit inspectors and that it comply with all previous resolutions. Iraq appeared to comply with the resolution, but in early 2003 President Bush and British Prime Minister Tony Blair declared that Iraq was actually continuing to hinder UN inspections and that it still retained proscribed weapons. Other world leaders, such as French Pres. Jacques Chirac and German Chancellor Gerhard Schröder, citing what they believed to be increased Iraqi cooperation, sought to extend inspections and give Iraq more time to comply with them. However, on March 17, seeking no further UN resolutions and deeming further diplomatic efforts by the Security Council futile, Bush declared an end to diplomacy and issued an ultimatum to Saddam, giving the Iraqi president 48 hours to leave Iraq. The leaders of France, Germany, Russia, and other countries objected to this buildup toward war. When Saddam refused to leave Iraq, U.S. and allied forces launched an attack on the morning of March 20; it began when U.S. aircraft dropped several precision-guided bombs on a bunker complex in which the Iraqi president was believed to be meeting with senior staff. This was followed by a series of air strikes directed against government and military installations, and within days U.S. forces had invaded Iraq from Kuwait in the south (U.S. Special Forces had previously been deployed to Kurdish-controlled areas in the north). Despite fears that Iraqi forces would engage in a scorched-earth policy—destroying bridges and dams and setting fire to Iraq’s southern oil wells—little damage was done by retreating Iraqi forces; in fact, large numbers of Iraqi troops simply chose not to resist the advance of coalition forces. In southern Iraq the greatest resistance to U.S. forces as they advanced northward was from irregular groups of Baʿath Party supporters, known as Saddam’s Fedayeen. British forces—which had deployed around the southern city of Basra—faced similar resistance from paramilitary and irregular fighters. In central Iraq units of the Republican Guard—a heavily armed paramilitary group connected with the ruling party—were deployed to defend the capital of Baghdad. As U.S. Army and Marine forces advanced northwestward up the Tigris-Euphrates river valley, they bypassed many populated areas where Fedayeen resistance was strongest and were slowed only on March 25 when inclement weather and an extended supply line briefly forced them to halt their advance within 60 miles (95 km) of Baghdad. During the pause, U.S. aircraft inflicted heavy damage on Republican Guard units around the capital. U.S. forces resumed their advance within a week, and on April 4 they took control of Baghdad’s international airport. Iraqi resistance, though at times vigorous, was highly disorganized, and over the next several days army and Marine Corps units staged raids into the heart of the city. On April 9 resistance in Baghdad collapsed, and U.S. soldiers took control of the city. On that same day Basra was finally secured by British forces, which had entered the city several days earlier. In the north, however, plans to open up another major front had been frustrated when the Turkish government refused to allow mechanized and armored U.S. Army units to pass through Turkey to deploy in northern Iraq. Regardless, a regiment of American paratroopers did drop into the area, and U.S. Special Forces soldiers joined with Kurdish peshmerga fighters to seize the northern cities of Kirkuk on April 10 and Mosul on April 11. Saddam’s hometown of Tikrīt, the last major stronghold of the regime, fell with little resistance on April 13. Isolated groups of regime loyalists continued to fight on subsequent days, but the U.S. president declared an end to major combat on May 1. Iraqi leaders fled into hiding and were the object of an intense search by U.S. forces. Saddam Hussein was captured on December 13, 2003, five months after his two sons, Uday and Qusay Hussein, who were central figures in their father’s brutal 24-year rule, had been killed in a shoot-out with American troops after the brothers had been found hiding in a private residence. Saddam was subsequently convicted of crimes against humanity and was executed on December 30, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Troops in Iraq Are Wounded in Rocket Attack on Air Base,https://www.nytimes.com/2024/08/05/world/middleeast/iraq-us-troops-iran-attack.html,"Aug. 5, 2024. A rocket attack targeting U.S. personnel housed at a base in Iraq’s western desert injured several American troops late on Monday, according to U.S. defense officials. The attack ...",2024-08-05T00:00:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf War - Wikipedia,https://en.wikipedia.org/wiki/Gulf_War,"t. e. The Gulf War was an armed conflict between Iraq and a 42-country coalition led by the United States. The coalition's efforts against Iraq were carried out in two key phases: Operation Desert Shield, which marked the military buildup from August 1990 to January 1991; and Operation Desert Storm, which began with the aerial bombing campaign ...",2024-08-15T00:00:00.0000000,"
 Coalition:292 killed (147 killed by enemy action, 145 non-hostile deaths)776 wounded[5] (467 wounded in action)31 tanks destroyed/disabled[6][7][8][9][10][11][12][13]28 Bradley IFVs destroyed/damaged[14][15]1 M113 APC destroyed2 British Warrior APCs destroyed1 artillery piece destroyed75 aircraft destroyed[citation needed]Kuwait:420 killed
12,000 captured
≈200 tanks destroyed/captured
850+ other armored vehicles destroyed/captured
57 aircraft lost
ogram, especially the administrative records. We got a name of everybody, where they worked, what they did, and the top of the list," Saddam's """"Bombmaker"""" [which was the title of Hamza's book", and earned the nickname afterwards] was a man named Jafar Dhia Jafar, not Khidir Hamza, and if you go down the list of the senior administrative personnel you will not find Hamza's name in there. In fact, we didn't find his name at all. Because in 1990, he didn't work for the Iraqi nuclear program. He had no knowledge of it because he worked as a kickback specialist for Hussein Kamel in the Presidential Palace.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 He goes into northern Iraq and meets up with Ahmad Chalabi. He walks in and says," I'm Saddam's """"Bombmaker"""". So they call the CIA and they say"," """"We know who you are", you're not Saddam's 'Bombmaker'," go sell your story to someone else."""" And he was released", he was rejected by all intelligence services at the time, he's a fraud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 And here we are, someone who the CIA knows is a fraud, the US Government knows is a fraud, is allowed to sit in front of the United States Senate Committee on Foreign Relations and give testimony as an expert witness. I got a problem with that, I got a problem with the American media, and I've told them over and over and over again that this man is a documentable fraud, a fake, and yet they allow him to go on CNN, MSNBC, CNBC, and testify as if he actually knows what he is talking about.[82],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On June 4,2003, U.S. Senator Pat Roberts announced that the U.S. Select Committee on Intelligence that he chaired would, as a part of its ongoing oversight of the intelligence community, conduct a Review of intelligence on Iraqi weapons of mass destruction. On July 9,2004, the Committee released the Senate Report of Pre-war Intelligence on Iraq. On July 17,2003, the British Prime Minister Tony Blair said in an address to the U.S. Congress, that history would forgive the United States and United Kingdom," even if they were wrong about weapons of mass destruction. He still maintained that """"with every fiber of instinct and conviction"""" Iraq did have weapons of mass destruction.[83]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On February 3,2004, British Foreign Secretary Jack Straw announced an independent inquiry, to be chaired by Lord Butler of Brockwell, to examine the reliability of British intelligence relating to alleged weapons of mass destruction in Iraq.[84] The Butler Review was published July 14,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In the buildup to the 2003 war, The New York Times published a number of stories claiming to prove that Iraq possessed WMD. One story in particular, written by Judith Miller, helped persuade the American public that Iraq had WMD: in September 2002 she wrote about an intercepted shipment of aluminum tubes which the NYT said were to be used to develop nuclear material.[85] It is now generally understood that they were not intended (or well suited) for that purpose but rather for artillery rockets.[86] The story was followed up with television appearances by Colin Powell, Donald Rumsfeld and Condoleezza Rice all pointing to the story as part of the basis for taking military action against Iraq. Miller's sources were introduced to her by Ahmed Chalabi, an Iraqi exile favorable to a U.S. invasion of Iraq.[87] Miller is also listed as a speaker for The Middle East Forum, an organization which openly declared support for an invasion.[88] In May 2004 the New York Times published an editorial which stated that its journalism in the buildup to war had sometimes been lax. It appears that in the cases where Iraqi exiles were used for the stories about WMD were either ignorant as to the real status of Iraq's WMD or lied to journalists to achieve their own ends.[89],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Despite the intelligence lapse, Bush stood by his decision to invade Iraq, stating:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 But what wasn't wrong was Saddam Hussein had invaded a country, he had used weapons of mass destruction, he had the capability of making weapons of mass destruction, he was firing at our pilots. He was a state sponsor of terror. Removing Saddam Hussein was the right thing for world peace and the security of our country. In a speech before the World Affairs Council of Charlotte, NC, on April 7,2006," President Bush stated that he """"fully understood that the intelligence was wrong"," and [he was] just as disappointed as everybody else"""" when U.S. troops failed to find weapons of mass destruction in Iraq.[90]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Intelligence shortly before the 2003 invasion of Iraq was heavily used as support arguments in favor of military intervention, with the October 2002 C.I.A. report on Iraqi WMDs considered to be the most reliable one available at that time.[91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" """"According to the CIA's report"," all U.S. intelligence experts agree that Iraq is seeking nuclear weapons. There is little question that Saddam Hussein wants to develop nuclear weapons."""" Senator John Kerry (D-Mass.) – Congressional Record", October 9, 2002[92],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On May 29,2003," Andrew Gilligan appeared on the BBC's Today program early in the morning. He reported that the government """"ordered (the September Dossier", a British Government dossier on WMD) to be sexed up, to be made more exciting," and ordered more facts to be...discovered.""""[93]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On 27 May 2003," a secret US Defense Intelligence Agency fact-finding mission in Iraq reported unanimously to intelligence officials in Washington that two trailers captured in Iraq by Kurdish troops """"had nothing to do with biological weapons."""" The trailers had been a key part of the argument for the 2003 invasion; Secretary of State Colin Powell had told the United Nations Security Council"," """"We have firsthand descriptions of biological weapons factories on wheels and on rails. We know what the fermenters look like. We know what the tanks", pumps," compressors and other parts look like."""" The Pentagon team had been sent to investigate the trailers after the invasion. The team of experts unanimously found """"no connection to anything biological""""; one of the experts told reporters that they privately called the trailers """"the biggest sand toilets in the world."""" The report was classified", and the next day," the CIA publicly released the assessment of its Washington analysts that the trailers were """"mobile biological weapons production."""" The White House continued to refer to the trailers as mobile biological laboratories throughout the year", and the Pentagon field report remained classified. It is still classified, but a Washington Post report of 12 April 2006, disclosed some of the details of the report. According to the Post:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A spokesman for the DIA asserted that the team's findings were neither ignored nor suppressed, but were incorporated in the work of the Iraqi Survey Group, which led the official search for Iraqi weapons of mass destruction. The survey group's final report in September 2004, 15 months after the technical report was written," noted the trailers were """"impractical"""" for biological weapons production and were """"almost certainly intended"""" for manufacturing hydrogen for weather balloons.[94] US General Tommy Franks was quoted as saying: """"I think no one in this country probably was more surprised than I when weapons of mass destruction were not used against our troops as they moved toward Baghdad.""""[95]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On 6 February 2004, U.S. President George W. Bush named an Iraq Intelligence Commission, chaired by Charles Robb and Laurence Silberman, to investigate U.S. intelligence, specifically regarding the 2003 invasion of Iraq and Iraq's weapons of mass destruction. On 8 February 2004, Hans Blix, in an interview on BBC TV, accused the U.S. and UK governments of dramatising the threat of weapons of mass destruction in Iraq, in order to strengthen the case for the 2003 war against the government of Saddam Hussein.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On May 30,2003, the U.S. Department of Defense briefed the media that it was ready to formally begin the work of the Iraq Survey Group (ISG), a fact-finding mission from the coalition of the Iraq occupation into the WMD programs developed by Iraq, taking over from the British-American 75th Exploitation Task Force.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Various nuclear facilities, including the Baghdad Nuclear Research Facility and Tuwaitha Nuclear Research Center, were found looted in the month following the invasion. (Gellman, May 3, 2003)  On June 20,2003, the International Atomic Energy Agency reported that tons of uranium, as well as other radioactive materials such as thorium, had been recovered and that the vast majority had remained on site. There were several reports of radiation sickness in the area. It has been suggested that the documents and suspected weapons sites were looted and burned in Iraq by looters in the final days of the war.[96],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On September 30,2004, the U.S. Iraq Survey Group issued its Final Report.[97] Among its key findings were:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The report found that """"The ISG has not found evidence that Saddam possessed WMD stocks in 2003", but [there is] the possibility that some weapons existed in Iraq," although not of a militarily significant capability."""" It also concluded that there was a possible intent to restart all banned weapons programs as soon as multilateral sanctions against it had been dropped"," with Hussein pursuing WMD proliferation in the future: """"There is an extensive", yet fragmentary and circumstantial," body of evidence suggesting that Saddam pursued a strategy to maintain a capability to return to WMD after sanctions were lifted...""""[99] No senior Iraqi official interviewed by the ISG believed that Saddam had forsaken WMD forever.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On October 6,2004, the head of the Iraq Survey Group (ISG), Charles Duelfer, announced to the U.S. Senate Armed Services Committee that the group found no evidence that Iraq under Saddam Hussein had produced and stockpiled any weapons of mass destruction since 1991, when UN sanctions were imposed.[100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 After he began cooperating with U.S. forces in Baghdad in 2003, Dr. Mahdi Obeidi, who ran Saddam's nuclear centrifuge program until 1997, handed over blueprints for a nuclear centrifuge along with some actual centrifuge components, stored at his home –  buried in the front yard –  awaiting orders from Baghdad to proceed. He said," """"I had to maintain the program to the bitter end."""" In his book The Bomb in My Garden: The Secrets of Saddam's Nuclear Mastermind", the Iraqi nuclear engineer explains that his nuclear stash was the key that could have unlocked and restarted Saddam's bombmaking program. However, it would require a massive investment and a re-creation of thousands of centrifuges in order to reconstitute a full centrifugal enrichment program.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In a January 26,2004, interview with Tom Brokaw of NBC news, Kay described Iraq's nuclear, chemical," and biological weapons programs as being in a """"rudimentary"""" stage. He also stated that """"What we did find", and as others are investigating it," we found a lot of terrorist groups and individuals that passed through Iraq.""""[101]  In responding to a question by Brokaw as to whether Iraq was a """"gathering threat"""" as President Bush had asserted before the invasion", Kay answered:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Tom, an imminent threat is a political judgment. It's not a technical judgment. I think Baghdad was actually becoming more dangerous in the last two years than even we realized. Saddam was not controlling the society any longer. In the marketplace of terrorism and of WMD, Iraq well could have been that supplier if the war had not intervened. In June 2004, the United States removed 2 tons of low-enriched uranium from Iraq, sufficient raw material for a single nuclear weapon.[102],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Demetrius Perricos, then head of UNMOVIC, stated that the Kay report contained little information not already known by UNMOVIC.[103] Many organizations, such as the journal Biosecurity and Bioterrorism," have claimed that Kay's report is a """"worst case analysis"""".[104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Operation Iraqi Freedom documents refers to some 48,000 boxes of documents, audiotapes and videotapes that were captured by the U.S. military during the 2003 invasion of Iraq. Many of these documents seem to make clear that Saddam's regime had given up on seeking a WMD capability by the mid-1990s. Associated Press reported," """"Repeatedly in the transcripts", Saddam and his lieutenants remind each other that Iraq destroyed its chemical and biological weapons in the early 1990s, and shut down those programs and the nuclear-bomb program," which had never produced a weapon."""" At one 1996 presidential meeting"," top weapons program official Amer Mohammed Rashid describes his conversation with UN weapons inspector Rolf Ekeus: """"We don't have anything to hide"," so we're giving you all the details."""" At another meeting", Saddam told his deputies," """"We cooperated with the resolutions 100 percent and you all know that"," and the 5 percent they claim we have not executed could take them 10 years to (verify). Don't think for a minute that we still have WMD. We have nothing.""""[105] U.S. Congressman Peter Hoekstra called for the U.S. government to put the remaining documents on the Internet so Arabic speakers around the world can help translate the documents.[106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Since the 2003 invasion of Iraq, several reported finds of chemical weapons were announced, including half a dozen incidents during the invasion itself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In April 2003," US Marines stumbled across a number of buildings which emitted unusual levels of radiation. Upon close inspection the troops uncovered """"many"," many drums"""" containing low-grade uranium", also known as yellowcake. According to an expert familiar with UN nuclear inspections, US troops had arrived at the Tuwaitha Nuclear Research Center and the material under investigation had been documented, stored in sealed containers and subject to supervision by the International Atomic Energy Agency since 1991.[107][108] The material was transported out of Iraq in July 2008 and sold to Canadian uranium producer Cameco Corp.," in a transaction described as worth """"tens of millions of dollars.""""[109][110]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A post-war case occurred on January 9,2004, when Icelandic munitions experts and Danish military engineers discovered 36 120-mm mortar rounds containing liquid buried in Southern Iraq. While initial tests suggested that the rounds contained a blister agent, subsequent analysis by American and Danish experts showed that no chemical agent was present.[111],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On May 2,2004," a shell containing mustard gas was found in the middle of a street west of Baghdad. The Iraq Survey Group investigation reported that it had been previously """"stored improperly"""""," and thus the gas was """"ineffective"""" as a useful chemical agent. Officials from the Defense Department commented that they were not certain if use was to be made of the device as a bomb.[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On May 16,2004, a 152 mm artillery shell was used as an improvised bomb.[113] The shell exploded and two U.S. soldiers were treated for minor exposure to a nerve agent (nausea and dilated pupils). On May 18 it was reported by U.S. Department of Defense intelligence officials that tests showed the two-chambered shell contained the chemical agent sarin," the shell being """"likely"""" to have contained three to four liters of the substance (in the form of its two unmixed precursor chemicals prior to the aforementioned explosion that had not effectively mixed them).[112] Former U.S. weapons inspector David Kay told the Associated Press that """"he doubted the shell or the nerve agent came from a hidden stockpile"," although he didn't rule out that possibility.""""  Kay also considered it possible that the shell was """"an old relic overlooked when Saddam said he had destroyed such weapons in the mid-1990s.""""[114]  It is likely that the insurgents who planted the bomb did not know it contained sarin", according to Brig. Gen. Mark Kimmitt," and another U.S. official confirmed that the shell did not have the markings of a chemical agent.[114]  The Iraq Survey Group later concluded that the shell """"probably originated with a batch that was stored in a Al Muthanna CW complex basement during the late 1980s for the purpose of leakage testing.""""[113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In a July 2,2004, article published by The Associated Press and Fox News, it was reported that sarin gas warheads dating back to the last Iran–Iraq War were found in South Central Iraq by Polish Allies. The Polish troops secured munitions on June 23,2004,"[115] but it turned out that the warheads did not in fact contain sarin gas but """"were all empty and tested negative for any type of chemicals""""—and it transpired that the Poles had bought the shells for $5",000 each.[116],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In 2004, hundreds of chemical warheads were recovered from the desert close to the Iran–Iraq border. According to The Washington Post," the munitions """"had been buried near the Iranian border", and then long forgotten," by Iraqi troops during their eight-year war with Iran"""". Officials did not consider the discovery as evidence of an ongoing weapons program that was believed to be in existence before the invasion began.[117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The Iraqi government informed the United Nations in 2014 that insurgents affiliated with the Islamic State terror group had seized control of the Muthana State Establishment, including a chemical weapons depot northwest of Baghdad. The facility was partially destroyed and placed under the supervision of UNSCOM following the 1991 Gulf War. It housed some 2,"500 sarin-filled rockets at the time of their departure in 1999. The U.N. said that the munitions were of """"poor quality"""" and """"would largely be degraded after years of storage under the conditions existing there.""""[118][119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In 2005, the CIA collaborated with the Army Intelligence Corps in contacting an unnamed Iraqi individual who had knowledge and possession of remnant chemical weapon stockpiles and munitions in Iraq dating to its abandoned weapons program.[120] Foreign materials exploitation specialists from the 203rd Military Intelligence Battalion as well as chemical specialists and ordnance disposal units were assigned the task of aiding the destruction of recovered weapons; ultimately, at least 400 Borak rockets were acquired and destroyed.[120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 It is unknown how the individual acquired their stockpile.[120]  Many of the weapons were badly degraded and were empty or held nonlethal liquid, but some of the weapons analyzed indicated a concentration of nerve agents far higher than military intelligence had initially expected given their age," with the highest """"agent purity of up to 25 percent for recovered unitary sarin weapons"""".[120] At least once the undisclosed seller attempted to sell weapons with fake chemical components. In addition"," he once """"called the intel guys to tell them he was going to turn them over to the insurgents unless they picked them up.""""[120]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On June 21,2006," the United States House Permanent Select Committee on Intelligence released key points from a classified report provided to them by the National Ground Intelligence Center on the recovery of chemical weapons in Iraq.[121] The declassified summary stated that """"Since 2003"," coalition forces have recovered approximately 500 weapons munitions which contain degraded mustard or sarin nerve agent"""""," that chemical munitions """"are assessed to still exist"""" and that they """"could be sold on the black market"""".[122] All weapons were thought to be manufactured in the 1980s and date to Iraq's war with Iran.[121] The report prompted US Senator Rick Santorum to hold a press conference in which he declared """"We have found weapons of mass destruction in Iraq.""""[123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 During a House Armed Services Committee meeting convened to discuss the topic, the center's commander, Army Colonel John Chiu," elaborated that the munitions are """"badly corroded in most cases [and] some were deliberately dismantled", if you will," to prevent them from being used.""""[124] Nonetheless", in response to a question from committee member Rep. Curt Weldon (R-Pennsylvania)," Col. Chui agreed that the munitions met the technical definition of weapons of mass destruction. """"These are chemical weapons as defined under the Chemical Weapons Convention and yes", sir," they do constitute weapons of mass destruction.""""[125] Weapons expert David Kay", who also appeared before the committee, disagreed with the assessment, contending that any chemical weapon produced by Iraq in the 1980s would not remain a viable weapon of mass destruction today. Kay said the chemical agent, though hazardous," is """"less toxic than most things Americans have under their kitchen sink at this point"""".[121] Speaking on National Public Radio's Talk of the Nation", weapons expert Charles Duelfer agreed with Kay," saying: """"We said in the [ISG] report that such chemical munitions would probably still be found. But the ones which have been found are left over from the Iran-Iraq war. They are almost 20 years old", and they are in a decayed fashion. It is very interesting that there are so many that were unaccounted for, but they do not constitute a weapon of mass destruction, although they could be a local hazard.[126],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In September of the same year," the report of the Select Committee on Intelligence on Postwar Findings stated that such discoveries were consistent with the ISG assessment that """"Iraq and Coalition Forces will continue to discover small numbers of degraded chemical weapons", which the former Regime mislaid or improperly destroyed prior to 1991. The ISG believes the bulk of these weapons were likely abandoned," forgotten and lost during the Iran-Iraq war because tens of thousands of CW munitions were forward deployed along the frequently and rapidly shifting battle front.""""[127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
